entry_id,status,accident_type,trade,scenario_ids,directive_ko,hoc_level,spec,action_by,design_decidable,promoted,reason_code,exposure_channel,adjudication_note,hoc_rule_exception,source_id,source_type,source_edition,legal_basis,legal_verified_date,evidence_level,rule_type,rule_id,simulation_action,parameter_value,parameter_source,sensitivity_target,applies_to_cell_type,cell_type_basis,supersedes,redundant_with,requires,residual_risk,ifc_class,ifc_predefined_type,target_pset,geometry_operation,install_cost_level,install_duration_days,cost_note,in_experiment_set,kalis_frequency,needs_review,note
KE_M_Fall_Pour_02,excluded,떨어짐,타설,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 안전교육 강화 및 작업전 장비 등 확인 철저 / &lt;4. 29.(수)&gt; | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Fall_Rebar_01,excluded,떨어짐,철근,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 고자 병원이송 및 현장내 근로자 안전교육 재실시 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Fall_Stripping_01,excluded,떨어짐,거푸집해체,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 안전교육 실시 및 현장 안전 관리 철저 / 안전교육장으로 바로 이송하고, 119 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조"
KE_M_HitByObj_FormErection_01,active,물체에맞음,거푸집설치,,해체 구간에 작업자 회피 동선이 확보되도록 자재 적치 위치와 통로를 가설계획에 분리 배치,공학적,,,TRUE,TRUE,,passage_count,물리적 조치(안전통로/통로) 수반 → 승격. 노출 채널 passage_count (근거어: 통로/동선).,FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전통로·동선 계획 — 사례: 작업자 회피 동선 확보를 위한 자재 정리 후 작업(작업중 주변 자재 수시 정리), 2인 이상 | v2.4 directive: 안전통로·동선 계획"
KE_M_HitByObj_FormErection_02,excluded,물체에맞음,거푸집설치,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 교육 실시(거푸집 긴결 상태 재확인, 위험 요소 발생 시 사전에 정보 공유 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조"
KE_M_HitByObj_MatHandling_01,active,물체에맞음,자재운반,,"자재 적재구역과 안전통로를 분리 배치하고, 세워쌓기·2단적재를 배제하는 적재 상세를 가설계획에 반영",공학적,,,TRUE,TRUE,,passage_count,물리적 조치(안전통로/통로) 수반 → 승격. 노출 채널 passage_count (근거어: 통로/동선).,FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전통로·동선 계획 — 사례: 1. 안전통로 및 자재 적재시 세워두기 금지 2. 자재 적재시 과적재,2단적재 절대금 | v2.4 directive: 안전통로·동선 계획"
KE_M_HitByObj_MatHandling_02,excluded,물체에맞음,자재운반,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 1. 중량물 취급 안전교육 강화: 자재 운반 및 상·하차 작업 시 올바른 작업 자세와 신호 체계 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_HitByObj_Pour_01,excluded,물체에맞음,타설,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 근로자 및 건설기계 조종원 안전교육 시행, 안전사고 사례 교육, TBM시 당일 작업계획 재확인 및 작업순서 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조"
KE_M_HitByObj_Rebar_01,excluded,물체에맞음,철근,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 절단작업 중 작업방법 안전교육 실시 / 사고발생 26. 2. 10. 16:00, 병원검진 26. 2. | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조"
KE_M_HitByObj_Stripping_01,excluded,물체에맞음,거푸집해체,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,AgentParameterRule,RULE_HS_ADM,,hazardWeightMultiplier=0.59,,FALSE,material_storage,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,,v1.2 ALT-H004-L4 승계: 해체구간 출입금지·취급절차의 노출 저감,,0,TRUE,"원천 parameterSourceType='inherited_v1' — 목표 열거형에 대응 없음 | 원천 KE evidenceLevel=field_practice | 원천 promotionStatus=promoted | 원본 directive: 안전교육·TBM·사례전파 — 사례: 사고사례 전파 및 보안경 착용 교육 실시, 집중 점검 실시 / 병원 이동 후 진료 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조"
KE_M_Struck_FormErection_01,active,부딪힘,거푸집설치,,슬래브 거푸집에 유성박리제 대신 수성박리제를 적용하고 도포를 배근 이후로 배치하여 미끄러운 작업면 자체를 대체,대체,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 부딪힘 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 KE evidenceLevel=field_practice | 원본 directive: 공법·자재 대체 — 사례: 설 / 변경: 슬라브제작-철근 배근-수성박리제 도포-타설) / * 2026. 3. 30.(월) - 15:45 / | v2.4 directive: 공법·자재 대체
KE_M_Struck_FormErection_02,excluded,부딪힘,거푸집설치,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 건설공구 사용 시 올바른 사용법 재교육 / 부상자 자택 인근 병원 입원조치 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Struck_MatHandling_01,excluded,부딪힘,자재운반,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: TBM 시 작업자가 직접 위험요인을 확인하고 의견 공유할 수 있도록 참여형 교 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Struck_Pour_01,excluded,부딪힘,타설,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 하여 사전에 인지할 수 있도록 관련 교육 실시 및 안전사고 예방대책마련하겠음. / 병원이동 후 치료조치 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Struck_Rebar_01,active,부딪힘,철근,,거푸집 공사 완료 후 철근 작업이 착수되도록 공정 순서를 설계 단계에서 분리하여 두 공종의 공존 작업을 제거,제거,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 부딪힘 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,"원천 KE evidenceLevel=field_practice | 원본 directive: 공정 순서 변경·재배열 — 사례: 개선(작업장 주변 정리정돈 철저), 공정관리개선(거푸집공사 완료 후 철근작업) / 사고발생 2025.11.29.(토) | v2.4 directive: 공정 순서 변경·재배열"
KE_M_Struck_Rebar_02,excluded,부딪힘,철근,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 2인 1조 작업. 재발방지교육 실시(안전거리 및 대피공간 확보) / 사고 당일 정형외과 방문 xray | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Struck_Stripping_01,excluded,부딪힘,거푸집해체,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 안전교육강화, 사고사례 전파 및 교육 / 입술봉합(진주수병원), 치아파절부분 임 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조"
KE_M_Trip_FormErection_01,active,넘어짐,거푸집설치,,거푸집 작업 구간의 단차부에 작업발판을 설치하도록 단차 위치와 발판 상세를 설계에 반영,공학적,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 넘어짐 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,"원천 KE evidenceLevel=field_practice | 원본 directive: 작업발판 설치·일체형·틈새막음 — 사례: 퇴출조치, 단차부위 인근 작업 시 발판설치 확인 후 작업진행 / 26.05.29일 07:40분경 사고발생 후 병원 | v2.4 directive: 작업발판 설치·일체형·틈새막음"
KE_M_Trip_FormErection_02,active,넘어짐,거푸집설치,,현장 보행 동선을 확보하고 미끄럼 방지 마감을 적용하도록 가설 통로 계획에 반영,공학적,,,TRUE,TRUE,,passage_count,물리적 조치(안전통로/통로) 수반 → 승격. 노출 채널 passage_count (근거어: 통로/동선).,FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,"원천 KE evidenceLevel=field_practice | 원본 directive: 안전통로·동선 계획 — 사례: 험성 주지, 미끄럼 방지 작업 및 인동선 확보 / 재해자는 당일이 일요일인 관계로 명일인 월요일 숙소 부근 서선 서울 | v2.4 directive: 안전통로·동선 계획"
KE_M_Trip_FormErection_03,excluded,넘어짐,거푸집설치,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 사고사례 전파교육 실시 및 위험성 평가 반영 / 정형외과 이동 진료 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Trip_MatHandling_01,active,넘어짐,자재운반,,지정 근로자 통행로를 바닥 배관·호스 보호 덮개와 분리 배치하여 보행 구간에 걸림원이 놓이지 않도록 가설 통로 계획에 반영,공학적,,,TRUE,TRUE,,dwell_time,물리적 조치(덮개/복공) 수반 → 승격. 노출 채널 dwell_time (근거어: 개구부/덮개/복공).,FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 개구부 덮개·복공 — 사례: 이상으로 작업) 2. 호스 보호 덮개 등 식별조치 실시 - 이동 중 걸려 넘어질 수 있는 보호 덮개 | v2.4 directive: 개구부 덮개·복공
KE_M_Trip_MatHandling_02,active,넘어짐,자재운반,,작업구간 통행로 경계에 식별 표시와 조도를 확보하여 보행 구간이 시인되도록 가설계획에 반영,경고,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 넘어짐 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,AgentParameterRule,RULE_TRIP_LIGHT,,tripProbMultiplier=0.80,heuristic,TRUE,route,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,1,조도·시인성의 걸림 확률 저감 — 계수 문헌 미확보. CSI 사례의 조도 75lux 기준 참조,,0,TRUE,원천 KE evidenceLevel=field_practice | 원천 promotionStatus=promoted | 원본 directive: 조도·경보·시인성 — 사례: 작업구간 통행로 확보 및 식별조치 / 사고 발생 직후 병원 이송 | v2.4 directive: 조도·경보·시인성
KE_M_Trip_MatHandling_03,active,넘어짐,자재운반,,배근된 기초 철근 상부에 실족방지망 또는 합판을 설치하도록 설계 상세에 반영,공학적,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 넘어짐 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 KE evidenceLevel=field_practice | 원본 directive: 방호망·방지망 — 사례: 있는 기초 철근 전도방지 조치 실시(실족방지망 또는 합판 설치) 2. 전도위험 구간 식별 및 조치 3. 재해 사 | v2.4 directive: 방호망·방지망
KE_M_Trip_MatHandling_04,active,넘어짐,자재운반,,작업발판 사이 틈새를 막는 마감 상세를 설계에 반영하여 발빠짐 경로를 제거,공학적,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 넘어짐 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 KE evidenceLevel=field_practice | 원본 directive: 작업발판 설치·일체형·틈새막음 — 사례: - 발판틈새 막음 조치 - 재해발생 위험요인 리스크 평가에 반영 및 사고사례 전파 실시 | v2.4 directive: 작업발판 설치·일체형·틈새막음
KE_M_Trip_MatHandling_05,active,넘어짐,자재운반,,자재 적치 구간과 분리된 안전통로를 가설계획에 확보,공학적,,,TRUE,TRUE,,passage_count,물리적 조치(안전통로/통로) 수반 → 승격. 노출 채널 passage_count (근거어: 통로/동선).,FALSE,REF_S35,공공데이터,,,,official_data,SpatialChangeRule,RULE_TRIP_ROUTE,protect_route_corridor_exclude_material_spawn,,,FALSE,route,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,,통로 셀에 적재물 생성 금지 — 걸림원 노출 재분배가 창발적으로 산출,,0,TRUE,원천 parameterSourceType='rule_logic' — 목표 열거형에 대응 없음 | 원천 KE evidenceLevel=field_practice | 원천 promotionStatus=promoted | 원본 directive: 안전통로·동선 계획 — 사례: 자재 정리 시 안전통로 확보 및 특별 교육 실시 / 귀가 조치 후 통원 진료 | v2.4 directive: 안전통로·동선 계획
KE_M_Trip_MatHandling_06,active,넘어짐,자재운반,,근로자 이동통로 구간을 자재 적재 금지 구역으로 지정하여 적재구역과 통로를 분리 배치,공학적,,,TRUE,TRUE,,zone_occupancy,물리적 조치(지정) 수반 → 승격. 노출 채널 zone_occupancy (근거어: 적재구역/야적/구역).,FALSE,REF_S35,공공데이터,,,,official_data,SpatialChangeRule,RULE_TRIP_STORAGE,relocate_storage_zone_reduce_overlap_with_walkway,,,TRUE,material_storage,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,,v1.2 ALT-H004-L2 승계: 저교통 구역 재배치의 overlap 감소 계수,,0,TRUE,원천 parameterSourceType='inherited_v1' — 목표 열거형에 대응 없음 | 원천 KE evidenceLevel=field_practice | 원천 promotionStatus=promoted | 원본 directive: 적재구역 지정·야적 계획 — 사례: 근로자 이동통로 구간 내 자재적재 금지 / 현장 내 이동 시 휴대전화 사용 금지 / 26.01.20 06시 1 | v2.4 directive: 적재구역 지정·야적 계획
KE_M_Trip_MatHandling_07,excluded,넘어짐,자재운반,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 작업자 보행 주의 의무를 TBM을 통해 반복 주입 금번 발생한 &apos;철근 걸림 전도 사고&apo | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Trip_Pour_01,excluded,넘어짐,타설,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 안전교육 재실시 및 TBM 안전교육 실시 / 09:30 병원 이송 및 진료 후 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Trip_Rebar_01,active,넘어짐,철근,,철근 배근 구간에 작업 동선을 선정하고 해당 동선에 실족방지망을 설치하도록 설계 상세에 반영,공학적,,,TRUE,TRUE,,passage_count,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 넘어짐 → passage_count),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 KE evidenceLevel=field_practice | 원본 directive: 방호망·방지망 — 사례: 작업 시 작업 동선을 먼저 설정하고 실족방지망 설치 후 작업한다. / 작업자 안전교육 | v2.4 directive: 방호망·방지망
KE_M_Trip_Rebar_02,excluded,넘어짐,철근,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 동일 사고가 발생하지 않도록 작업자 교육 / 사고발생 직후 근처 병원 방문 및 다음날 오전9시경 전문병원 이송 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_M_Trip_Stripping_01,excluded,넘어짐,거푸집해체,,안전교육·TBM·사례전파,관리적,,,FALSE,,,,[v2.5 TBM 원형 통합] 판정 대상 제외 (status=excluded),FALSE,REF_S35,공공데이터,,,,official_data,,,,,,FALSE,,,,,,,,,,,,,,,0,FALSE,원천 KE evidenceLevel=field_practice | 원본 directive: 안전교육·TBM·사례전파 — 사례: 안전교육 재실시 및 TBM 안전교육 실시 / 09:30 병원 이송 및 진료 후 | v2.5 TBM 원형 통합 — 대표 KE_M_Caught_FormErection_01 참조
KE_S_CP_04,active,무너짐,타설,,"타설 리프트 높이 제한·분할 타설 설계(예: 두꺼운 전이슬래브를 2층 분할 타설, 1층 양생 후 2층 타설)로 동바리 하중 자체를 저감",공학적,,,TRUE,TRUE,,zone_occupancy,v2.5 사람 판정: H008_ShoringCollapse zone 이 생성되어 NO_CHANNEL 논거 소멸 (재해유형 무너짐 → zone_occupancy),FALSE,REF_S15P;REF_S16,학술,2019,,,,AgentParameterRule,RULE_CP_LIFT_LIMIT,,collapseProbMultiplier=0.50,heuristic,TRUE,collapse_zone,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,mid,,분할 타설의 동바리 하중 저감 → 붕괴확률 저감. 계수 문헌 미확보 — 민감도 분석 필수. 부수효과: 타설 액티비티 기간 증가(공기 트레이드오프를 시뮬레이션이 산출),,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_S_CP_05,active,무너짐,타설,,콘크리트 강도 검증(매입형 강도측정 장치 포함)을 거푸집·동바리 해체의 선행 조건으로 설계 — 조기 해체 붕괴의 조건부 차단,제거,,,TRUE,TRUE,,zone_occupancy,v2.5 사람 판정: H008_ShoringCollapse zone 이 생성되어 NO_CHANNEL 논거 소멸 (재해유형 무너짐 → zone_occupancy),FALSE,REF_S15P,학술,2019,,,,TemporalRule,RULE_CP_STRENGTH_VERIFY,add precedence condition: formwork_stripping(Z) requires strength_verified(Z) [min curing lag enforced],,schedule_logic,FALSE,,TemporalRule — 격자 대상 아님(별도 경로),,,,,,,,,low,,조기 해체 시나리오(SCN-09)의 조건부 차단 — 최초의 조건부(conditional) TemporalRule. 효과는 activeWindow 보장에서 창발,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_S_CP_06,active,무너짐,타설,,거푸집·동바리 제거 일정을 설계 단계에서 명시적 공정으로 계획(제거 순서·시점 문서화),관리적,,,TRUE,FALSE,NO_CHANNEL,none,재해유형 '무너짐' 이 구조적으로 거는 위험원이 동바리 붕괴 뿐이며 해당 채널이 시뮬레이터에 미구현(implementationStatus=planned).,FALSE,REF_S15P,학술,2019,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음
KE_S_FE_06,active,떨어짐,거푸집설치,,개구부 상부 보·테두리보를 생명줄(라이프라인) 지지 구조로 설계 — 추락보호 앵커의 본설계 통합,공학적,,,TRUE,TRUE,,dwell_time,물리적 조치(라이프라인/생명줄) 수반 → 승격. 노출 채널 dwell_time (근거어: 개구부/추락보호 앵커/라이프라인).,FALSE,REF_S15P,학술,2019,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음
KE_S_FE_07,active,떨어짐,거푸집설치,,층간 부재 치수·배치 표준화로 거푸집 재사용성을 높여 고소 조립·해체 작업량 자체를 축소,대체,,,TRUE,TRUE,,dwell_time,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 떨어짐 → dwell_time),FALSE,REF_S15P,학술,2019,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음
KE_S_FE_08,active,떨어짐,거푸집설치,,메탈데크+콘크리트 토핑 합성 슬래브 채택으로 임시 거푸집·동바리 소요 자체를 제거,대체,,,TRUE,TRUE,,dwell_time,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 떨어짐 → dwell_time),FALSE,REF_S15P;REF_S16,학술,2019,,,,SpatialChangeRule,RULE_FE_METALDECK,remove_formwork_hazard_instances_for_deck_zones,,design_change,FALSE,collapse_zone,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,high,,데크 공법 구역은 거푸집·동바리 위험 인스턴스(H008) 및 해체 액티비티 자체가 미생성. 데크 설치의 대체 위험은 한계로 기록,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_S_FE_09,active,떨어짐,거푸집설치,,프리캐스트 계단에 난간을 공장에서 선설치한 후 일체 인양 — 설치 후 난간 작업 자체를 제거,제거,,,TRUE,TRUE,,dwell_time,v2.5 사람 판정: 채널 특정 불가 논거 해소 — 노출 채널은 재해유형이 결정 (재해유형 떨어짐 → dwell_time),FALSE,REF_S16,지침,2021,,,guideline,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,
KE_S_H001_09,active,떨어짐,타설,SCN_04;SCN_05,개구부를 통로·작업구역·출입 동선에서 이격 배치하는 평면 설계 — 노출 기하학의 원천 변경,대체,,,TRUE,TRUE,,passage_count,물리적 조치(통로/이격/배치) 수반 → 승격. 노출 채널 passage_count (근거어: 통로/동선).,FALSE,REF_S15P,학술,2019,,,,SpatialChangeRule,RULE_H001_RELOCATE,relocate_openings_away_from_routes,,,FALSE,floor_opening,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,low,,v1.2 ALT-H001-L2 승계(재배치·축소 계열). 주 효과는 동선-개구부 교차 감소로 창발 — 배율은 잔여 근접노출 보정,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음 | 원천 parameterSourceType='inherited_v1' — 목표 열거형에 대응 없음 | 원천 promotionStatus=promoted
KE_S_H001_10,active,넘어짐,자재운반,,개구부 주변 걸림원(단차·자재·잔재) 제거를 설계·배치 기준으로 명시,제거,,,TRUE,TRUE,,passage_count,물리적 조치(제거/배치) 수반 → 승격. 노출 채널 passage_count (근거어: 걸림/단차). 문서화 동사(명시)도 있으나 목적어가 물리적 산출물.,FALSE,REF_S15P,학술,2019,,,,,,,,,FALSE,,,,,,,,,,,,,,,0,TRUE,원천 evidenceLevel='literature' — 목표 열거형에 대응 없음
KE_T_CP_01,active,무너짐,타설,,U형 프리캐스트 보 + 현장타설 충전 등 PC 부재 채택으로 현장 거푸집·동바리 물량 자체를 축소 — 붕괴 노출원 감축,대체,,,TRUE,TRUE,,zone_occupancy,v2.5 사람 판정: H008_ShoringCollapse zone 이 생성되어 NO_CHANNEL 논거 소멸 (재해유형 무너짐 → zone_occupancy),FALSE,REF_S16;REF_S4,지침,2021,,,guideline,SpatialChangeRule,RULE_CP_PC,remove_collapse_zone_for_precast_zones,,design_change,FALSE,collapse_zone,v2.3 정본 값 (유도하지 않음 — 정본이 우선),,,,,,,,,high,,PC 전환 구역은 현장 동바리 존치가 소멸 — 위험 인스턴스 자체 미생성,,0,TRUE,원천 promotionStatus=promoted
