task_id,task_name,start_date,end_date,duration_days,level,element_type,ifc_class,element_count,hazard_state,predecessors,description,lag_days,origin
59,Level 03 기둥 양생,2024-07-18,2024-07-23,6,Level_03,양생,IfcColumn,0,,5802.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
5505,Level 02 창문 설치 (Day 5/9),2024-07-18,2024-07-18,1,Level_02,창문,IfcWindow,10,opening_covered,5504.0,"창문 설치 (83개, 10개/일)",0,original
5506,Level 02 창문 설치 (Day 6/9),2024-07-19,2024-07-19,1,Level_02,창문,IfcWindow,10,opening_covered,5505.0,"창문 설치 (83개, 10개/일)",0,original
5507,Level 02 창문 설치 (Day 7/9),2024-07-20,2024-07-20,1,Level_02,창문,IfcWindow,10,opening_covered,5506.0,"창문 설치 (83개, 10개/일)",0,original
5508,Level 02 창문 설치 (Day 8/9),2024-07-21,2024-07-21,1,Level_02,창문,IfcWindow,10,opening_covered,5507.0,"창문 설치 (83개, 10개/일)",0,original
5509,Level 02 창문 설치 (Day 9/9),2024-07-22,2024-07-22,1,Level_02,창문,IfcWindow,3,opening_covered,5508.0,"창문 설치 (83개, 10개/일)",0,original
60,Level 03 슬래브 거푸집+동바리,2024-07-24,2024-07-24,1,Level_03,슬래브,IfcSlab,0,edge_open,59.0,"거푸집+동바리 설치 (3개, 3개/일)",0,original
61,Level 03 슬래브 철근배근,2024-07-25,2024-07-25,1,Level_03,슬래브,IfcSlab,0,edge_open,60.0,"슬래브 철근 배근 (3개, 4개/일)",0,original
62,Level 03 슬래브 콘크리트 타설,2024-07-26,2024-07-26,1,Level_03,슬래브,IfcSlab,3,edge_open,61.0,"슬래브 콘크리트 타설 (3개, 8개/일)",0,original
63,Level 03 슬래브 양생,2024-07-27,2024-07-30,4,Level_03,양생,IfcSlab,0,opening_open,62.0,"동바리 존치/탈형 대기 (4일, 평균기온 ≥10℃ 가정)",0,original
64,Level 03 벽체 철근배근,2024-07-31,2024-08-09,10,Level_03,벽체,IfcWall,0,edge_open,63.0,"벽체 철근 배근 (100개, 10개/일)",0,original
9005,Level 03 슬래브 거푸집·동바리 해체,2024-07-31,2024-07-31,1,Level_03,슬래브,IfcSlab,0,edge_open,63,"거푸집·동바리 해체 (Part1 신설). 선행=Level_03 슬래브 양생, 존치 추가지연 retention_days=0일, 기간=설치작업 60 기간 1일",0,augment:strip
65,Level 03 벽체 거푸집,2024-08-10,2024-08-17,8,Level_03,벽체,IfcWall,0,edge_open,64.0,"벽체 거푸집 설치 (100개, 14개/일)",0,original
9128,Level 03 철근 소진·정리,2024-08-10,2024-08-10,1,Level_03,자재,IfcWall,0,edge_open,64,"철근 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 64 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
6601,Level 03 벽체 콘크리트 타설 (Day 1/4),2024-08-18,2024-08-18,1,Level_03,벽체,IfcWall,25,edge_open,65.0,"벽체 콘크리트 타설 (100개, 25개/일)",0,original
9126,Level 03 거푸집 소진·정리,2024-08-18,2024-08-18,1,Level_03,자재,IfcWall,0,edge_open,65,"거푸집 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 65 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
6602,Level 03 벽체 콘크리트 타설 (Day 2/4),2024-08-19,2024-08-19,1,Level_03,벽체,IfcWall,25,edge_open,6601.0,"벽체 콘크리트 타설 (100개, 25개/일)",0,original
6603,Level 03 벽체 콘크리트 타설 (Day 3/4),2024-08-20,2024-08-20,1,Level_03,벽체,IfcWall,25,edge_open,6602.0,"벽체 콘크리트 타설 (100개, 25개/일)",0,original
6604,Level 03 벽체 콘크리트 타설 (Day 4/4),2024-08-21,2024-08-21,1,Level_03,벽체,IfcWall,25,edge_open,6603.0,"벽체 콘크리트 타설 (100개, 25개/일)",0,original
67,Level 03 벽체 양생,2024-08-22,2024-08-27,6,Level_03,양생,IfcWall,0,,6604.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
9130,Level 03 콘크리트 소진·정리,2024-08-22,2024-08-22,1,Level_03,자재,IfcWall,25,edge_open,6604,"콘크리트 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 6604 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
9133,Level 04 철근 반입,2024-08-22,2024-08-22,1,Level_04,자재,IfcColumn,0,edge_open,6604,"철근 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 71 착수 전 완료되도록 선행의 선행(6604)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
68,Level 03 계단 설치,2024-08-28,2024-08-28,1,Level_03,계단,IfcStair,2,edge_protected,67.0,"계단 설치 (2개, 2개/일)",0,original
71,Level 04 기둥 철근배근,2024-08-28,2024-08-30,3,Level_04,기둥,IfcColumn,0,edge_open,"67,9133","철근 배근 (38개, 15개/일)",0,original
9131,Level 04 거푸집 반입,2024-08-28,2024-08-28,1,Level_04,자재,IfcColumn,0,edge_open,67,"거푸집 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 72 착수 전 완료되도록 선행의 선행(67)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
6901,Level 03 문 설치 (Day 1/3),2024-08-29,2024-08-29,1,Level_03,문,IfcDoor,15,opening_covered,68.0,"문 설치 (32개, 15개/일)",0,original
6902,Level 03 문 설치 (Day 2/3),2024-08-30,2024-08-30,1,Level_03,문,IfcDoor,15,opening_covered,6901.0,"문 설치 (32개, 15개/일)",0,original
72,Level 04 기둥 거푸집,2024-08-31,2024-09-01,2,Level_04,기둥,IfcColumn,0,edge_open,"71,9131","거푸집 설치 (38개, 20개/일)",0,original
6903,Level 03 문 설치 (Day 3/3),2024-08-31,2024-08-31,1,Level_03,문,IfcDoor,2,opening_covered,6902.0,"문 설치 (32개, 15개/일)",0,original
9135,Level 04 콘크리트 반입,2024-08-31,2024-08-31,1,Level_04,자재,IfcColumn,30,edge_open,71,"콘크리트 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 7301 착수 전 완료되도록 선행의 선행(71)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
7001,Level 03 창문 설치 (Day 1/9),2024-09-01,2024-09-01,1,Level_03,창문,IfcWindow,10,opening_covered,6903.0,"창문 설치 (84개, 10개/일)",0,original
7002,Level 03 창문 설치 (Day 2/9),2024-09-02,2024-09-02,1,Level_03,창문,IfcWindow,10,opening_covered,7001.0,"창문 설치 (84개, 10개/일)",0,original
7301,Level 04 기둥 콘크리트 타설 (Day 1/2),2024-09-02,2024-09-02,1,Level_04,기둥,IfcColumn,30,edge_open,"72,9135","콘크리트 타설 (38개, 30개/일)",0,original
7003,Level 03 창문 설치 (Day 3/9),2024-09-03,2024-09-03,1,Level_03,창문,IfcWindow,10,opening_covered,7002.0,"창문 설치 (84개, 10개/일)",0,original
7302,Level 04 기둥 콘크리트 타설 (Day 2/2),2024-09-03,2024-09-03,1,Level_04,기둥,IfcColumn,8,edge_open,7301.0,"콘크리트 타설 (38개, 30개/일)",0,original
74,Level 04 기둥 양생,2024-09-04,2024-09-09,6,Level_04,양생,IfcColumn,0,,7302.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
7004,Level 03 창문 설치 (Day 4/9),2024-09-04,2024-09-04,1,Level_03,창문,IfcWindow,10,opening_covered,7003.0,"창문 설치 (84개, 10개/일)",0,original
7005,Level 03 창문 설치 (Day 5/9),2024-09-05,2024-09-05,1,Level_03,창문,IfcWindow,10,opening_covered,7004.0,"창문 설치 (84개, 10개/일)",0,original
7006,Level 03 창문 설치 (Day 6/9),2024-09-06,2024-09-06,1,Level_03,창문,IfcWindow,10,opening_covered,7005.0,"창문 설치 (84개, 10개/일)",0,original
7007,Level 03 창문 설치 (Day 7/9),2024-09-07,2024-09-07,1,Level_03,창문,IfcWindow,10,opening_covered,7006.0,"창문 설치 (84개, 10개/일)",0,original
7008,Level 03 창문 설치 (Day 8/9),2024-09-08,2024-09-08,1,Level_03,창문,IfcWindow,10,opening_covered,7007.0,"창문 설치 (84개, 10개/일)",0,original
7009,Level 03 창문 설치 (Day 9/9),2024-09-09,2024-09-09,1,Level_03,창문,IfcWindow,4,opening_covered,7008.0,"창문 설치 (84개, 10개/일)",0,original
75,Level 04 슬래브 거푸집+동바리,2024-09-10,2024-09-10,1,Level_04,슬래브,IfcSlab,0,edge_open,74.0,"거푸집+동바리 설치 (3개, 3개/일)",0,original
76,Level 04 슬래브 철근배근,2024-09-11,2024-09-11,1,Level_04,슬래브,IfcSlab,0,edge_open,75.0,"슬래브 철근 배근 (3개, 4개/일)",0,original
77,Level 04 슬래브 콘크리트 타설,2024-09-12,2024-09-12,1,Level_04,슬래브,IfcSlab,3,edge_open,76.0,"슬래브 콘크리트 타설 (3개, 8개/일)",0,original
78,Level 04 슬래브 양생,2024-09-13,2024-09-16,4,Level_04,양생,IfcSlab,0,opening_open,77.0,"동바리 존치/탈형 대기 (4일, 평균기온 ≥10℃ 가정)",0,original
79,Level 04 벽체 철근배근,2024-09-17,2024-09-27,11,Level_04,벽체,IfcWall,0,edge_open,78.0,"벽체 철근 배근 (102개, 10개/일)",0,original
9006,Level 04 슬래브 거푸집·동바리 해체,2024-09-17,2024-09-17,1,Level_04,슬래브,IfcSlab,0,edge_open,78,"거푸집·동바리 해체 (Part1 신설). 선행=Level_04 슬래브 양생, 존치 추가지연 retention_days=0일, 기간=설치작업 75 기간 1일",0,augment:strip
80,Level 04 벽체 거푸집,2024-09-28,2024-10-05,8,Level_04,벽체,IfcWall,0,edge_open,79.0,"벽체 거푸집 설치 (102개, 14개/일)",0,original
9134,Level 04 철근 소진·정리,2024-09-28,2024-09-28,1,Level_04,자재,IfcWall,0,edge_open,79,"철근 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 79 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
8101,Level 04 벽체 콘크리트 타설 (Day 1/5),2024-10-06,2024-10-06,1,Level_04,벽체,IfcWall,25,edge_open,80.0,"벽체 콘크리트 타설 (102개, 25개/일)",0,original
9132,Level 04 거푸집 소진·정리,2024-10-06,2024-10-06,1,Level_04,자재,IfcWall,0,edge_open,80,"거푸집 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 80 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
8102,Level 04 벽체 콘크리트 타설 (Day 2/5),2024-10-07,2024-10-07,1,Level_04,벽체,IfcWall,25,edge_open,8101.0,"벽체 콘크리트 타설 (102개, 25개/일)",0,original
8103,Level 04 벽체 콘크리트 타설 (Day 3/5),2024-10-08,2024-10-08,1,Level_04,벽체,IfcWall,25,edge_open,8102.0,"벽체 콘크리트 타설 (102개, 25개/일)",0,original
8104,Level 04 벽체 콘크리트 타설 (Day 4/5),2024-10-09,2024-10-09,1,Level_04,벽체,IfcWall,25,edge_open,8103.0,"벽체 콘크리트 타설 (102개, 25개/일)",0,original
8105,Level 04 벽체 콘크리트 타설 (Day 5/5),2024-10-10,2024-10-10,1,Level_04,벽체,IfcWall,2,edge_open,8104.0,"벽체 콘크리트 타설 (102개, 25개/일)",0,original
82,Level 04 벽체 양생,2024-10-11,2024-10-16,6,Level_04,양생,IfcWall,0,,8105.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
9136,Level 04 콘크리트 소진·정리,2024-10-11,2024-10-11,1,Level_04,자재,IfcWall,2,edge_open,8105,"콘크리트 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 8105 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
9139,Level 05 철근 반입,2024-10-11,2024-10-11,1,Level_05,자재,IfcColumn,0,edge_open,8105,"철근 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 86 착수 전 완료되도록 선행의 선행(8105)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
83,Level 04 계단 설치,2024-10-17,2024-10-17,1,Level_04,계단,IfcStair,2,edge_protected,82.0,"계단 설치 (2개, 2개/일)",0,original
86,Level 05 기둥 철근배근,2024-10-17,2024-10-19,3,Level_05,기둥,IfcColumn,0,edge_open,"82,9139","철근 배근 (43개, 15개/일)",0,original
9137,Level 05 거푸집 반입,2024-10-17,2024-10-17,1,Level_05,자재,IfcColumn,0,edge_open,82,"거푸집 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 87 착수 전 완료되도록 선행의 선행(82)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
8401,Level 04 문 설치 (Day 1/3),2024-10-18,2024-10-18,1,Level_04,문,IfcDoor,15,opening_covered,83.0,"문 설치 (32개, 15개/일)",0,original
8402,Level 04 문 설치 (Day 2/3),2024-10-19,2024-10-19,1,Level_04,문,IfcDoor,15,opening_covered,8401.0,"문 설치 (32개, 15개/일)",0,original
87,Level 05 기둥 거푸집,2024-10-20,2024-10-22,3,Level_05,기둥,IfcColumn,0,edge_open,"86,9137","거푸집 설치 (43개, 20개/일)",0,original
8403,Level 04 문 설치 (Day 3/3),2024-10-20,2024-10-20,1,Level_04,문,IfcDoor,2,opening_covered,8402.0,"문 설치 (32개, 15개/일)",0,original
9141,Level 05 콘크리트 반입,2024-10-20,2024-10-20,1,Level_05,자재,IfcColumn,30,edge_open,86,"콘크리트 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 8801 착수 전 완료되도록 선행의 선행(86)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
8501,Level 04 창문 설치 (Day 1/9),2024-10-21,2024-10-21,1,Level_04,창문,IfcWindow,10,opening_covered,8403.0,"창문 설치 (84개, 10개/일)",0,original
8502,Level 04 창문 설치 (Day 2/9),2024-10-22,2024-10-22,1,Level_04,창문,IfcWindow,10,opening_covered,8501.0,"창문 설치 (84개, 10개/일)",0,original
8503,Level 04 창문 설치 (Day 3/9),2024-10-23,2024-10-23,1,Level_04,창문,IfcWindow,10,opening_covered,8502.0,"창문 설치 (84개, 10개/일)",0,original
8801,Level 05 기둥 콘크리트 타설 (Day 1/2),2024-10-23,2024-10-23,1,Level_05,기둥,IfcColumn,30,edge_open,"87,9141","콘크리트 타설 (43개, 30개/일)",0,original
8504,Level 04 창문 설치 (Day 4/9),2024-10-24,2024-10-24,1,Level_04,창문,IfcWindow,10,opening_covered,8503.0,"창문 설치 (84개, 10개/일)",0,original
8802,Level 05 기둥 콘크리트 타설 (Day 2/2),2024-10-24,2024-10-24,1,Level_05,기둥,IfcColumn,13,edge_open,8801.0,"콘크리트 타설 (43개, 30개/일)",0,original
89,Level 05 기둥 양생,2024-10-25,2024-10-30,6,Level_05,양생,IfcColumn,0,,8802.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
8505,Level 04 창문 설치 (Day 5/9),2024-10-25,2024-10-25,1,Level_04,창문,IfcWindow,10,opening_covered,8504.0,"창문 설치 (84개, 10개/일)",0,original
8506,Level 04 창문 설치 (Day 6/9),2024-10-26,2024-10-26,1,Level_04,창문,IfcWindow,10,opening_covered,8505.0,"창문 설치 (84개, 10개/일)",0,original
8507,Level 04 창문 설치 (Day 7/9),2024-10-27,2024-10-27,1,Level_04,창문,IfcWindow,10,opening_covered,8506.0,"창문 설치 (84개, 10개/일)",0,original
8508,Level 04 창문 설치 (Day 8/9),2024-10-28,2024-10-28,1,Level_04,창문,IfcWindow,10,opening_covered,8507.0,"창문 설치 (84개, 10개/일)",0,original
8509,Level 04 창문 설치 (Day 9/9),2024-10-29,2024-10-29,1,Level_04,창문,IfcWindow,4,opening_covered,8508.0,"창문 설치 (84개, 10개/일)",0,original
90,Level 05 보 거푸집,2024-10-31,2024-11-01,2,Level_05,보,IfcBeam,0,edge_open,89.0,"보 거푸집 설치 (8개, 4개/일)",0,original
91,Level 05 보 철근배근,2024-11-02,2024-11-03,2,Level_05,보,IfcBeam,0,edge_open,90.0,"보 철근 배근 (8개, 4개/일)",0,original
92,Level 05 보 콘크리트 타설,2024-11-04,2024-11-04,1,Level_05,보,IfcBeam,8,edge_open,91.0,"보 콘크리트 타설 (8개, 8개/일)",0,original
93,Level 05 보 양생,2024-11-05,2024-11-10,6,Level_05,양생,IfcBeam,0,,92.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
94,Level 05 슬래브 거푸집+동바리,2024-11-11,2024-11-12,2,Level_05,슬래브,IfcSlab,0,edge_open,93.0,"거푸집+동바리 설치 (4개, 3개/일)",0,original
95,Level 05 슬래브 철근배근,2024-11-13,2024-11-13,1,Level_05,슬래브,IfcSlab,0,edge_open,94.0,"슬래브 철근 배근 (4개, 4개/일)",0,original
96,Level 05 슬래브 콘크리트 타설,2024-11-14,2024-11-14,1,Level_05,슬래브,IfcSlab,4,edge_open,95.0,"슬래브 콘크리트 타설 (4개, 8개/일)",0,original
97,Level 05 슬래브 양생,2024-11-15,2024-11-18,4,Level_05,양생,IfcSlab,0,opening_open,96.0,"동바리 존치/탈형 대기 (4일, 평균기온 ≥10℃ 가정)",0,original
98,Level 05 벽체 철근배근,2024-11-19,2024-11-24,6,Level_05,벽체,IfcWall,0,edge_open,97.0,"벽체 철근 배근 (51개, 10개/일)",0,original
9007,Level 05 슬래브 거푸집·동바리 해체,2024-11-19,2024-11-20,2,Level_05,슬래브,IfcSlab,0,edge_open,97,"거푸집·동바리 해체 (Part1 신설). 선행=Level_05 슬래브 양생, 존치 추가지연 retention_days=0일, 기간=설치작업 94 기간 2일",0,augment:strip
99,Level 05 벽체 거푸집,2024-11-25,2024-11-28,4,Level_05,벽체,IfcWall,0,edge_open,98.0,"벽체 거푸집 설치 (51개, 14개/일)",0,original
9140,Level 05 철근 소진·정리,2024-11-25,2024-11-25,1,Level_05,자재,IfcWall,0,edge_open,98,"철근 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 98 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
9138,Level 05 거푸집 소진·정리,2024-11-29,2024-11-29,1,Level_05,자재,IfcWall,0,edge_open,99,"거푸집 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 99 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
10001,Level 05 벽체 콘크리트 타설 (Day 1/3),2024-11-29,2024-11-29,1,Level_05,벽체,IfcWall,25,edge_open,99.0,"벽체 콘크리트 타설 (51개, 25개/일)",0,original
10002,Level 05 벽체 콘크리트 타설 (Day 2/3),2024-11-30,2024-11-30,1,Level_05,벽체,IfcWall,25,edge_open,10001.0,"벽체 콘크리트 타설 (51개, 25개/일)",0,original
10003,Level 05 벽체 콘크리트 타설 (Day 3/3),2024-12-01,2024-12-01,1,Level_05,벽체,IfcWall,1,edge_open,10002.0,"벽체 콘크리트 타설 (51개, 25개/일)",0,original
101,Level 05 벽체 양생,2024-12-02,2024-12-07,6,Level_05,양생,IfcWall,0,,10003.0,"측면 거푸집 해체 대기 (6일, 평균기온 ≥10℃ 가정)",0,original
9142,Level 05 콘크리트 소진·정리,2024-12-02,2024-12-02,1,Level_05,자재,IfcWall,1,edge_open,10003,"콘크리트 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 10003 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
9143,Roof 거푸집 반입,2024-12-02,2024-12-02,1,Roof,자재,IfcSlab,0,edge_open,10003,"거푸집 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 105 착수 전 완료되도록 선행의 선행(10003)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
102,Level 05 계단 설치,2024-12-08,2024-12-08,1,Level_05,계단,IfcStair,1,edge_protected,101.0,"계단 설치 (1개, 2개/일)",0,original
105,Roof 슬래브 거푸집+동바리,2024-12-08,2024-12-08,1,Roof,슬래브,IfcSlab,0,edge_open,"101,9143","거푸집+동바리 설치 (3개, 3개/일)",0,original
9145,Roof 철근 반입,2024-12-08,2024-12-08,1,Roof,자재,IfcSlab,0,edge_open,101,"철근 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 106 착수 전 완료되도록 선행의 선행(101)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
103,Level 05 난간 설치,2024-12-09,2024-12-09,1,Level_05,난간,IfcRailing,3,edge_protected,102.0,"난간 설치 (3개, 10개/일)",0,original
106,Roof 슬래브 철근배근,2024-12-09,2024-12-09,1,Roof,슬래브,IfcSlab,0,edge_open,"105,9145","슬래브 철근 배근 (3개, 4개/일)",0,original
9144,Roof 거푸집 소진·정리,2024-12-09,2024-12-09,1,Roof,자재,IfcSlab,0,edge_open,105,"거푸집 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 105 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
9147,Roof 콘크리트 반입,2024-12-09,2024-12-09,1,Roof,자재,IfcSlab,3,edge_open,105,"콘크리트 자재 반입 (v2.6 신설, workType=delivery). 소비 공정 107 착수 전 완료되도록 선행의 선행(105)에 배치 — 크리티컬 패스에 얹지 않는다. 기간 1일은 productivity_rates.json 에 자재운반 rate 가 없어 최소 단위로 둔 것이며 근거 없음.",0,augment:material
104,Level 05 문 설치,2024-12-10,2024-12-10,1,Level_05,문,IfcDoor,10,opening_covered,103.0,"문 설치 (10개, 15개/일)",0,original
107,Roof 슬래브 콘크리트 타설,2024-12-10,2024-12-10,1,Roof,슬래브,IfcSlab,3,edge_open,"106,9147","슬래브 콘크리트 타설 (3개, 8개/일)",0,original
9146,Roof 철근 소진·정리,2024-12-10,2024-12-10,1,Roof,자재,IfcSlab,0,edge_open,106,"철근 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 106 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
108,Roof 슬래브 양생,2024-12-11,2024-12-14,4,Roof,양생,IfcSlab,0,opening_open,107.0,"동바리 존치/탈형 대기 (4일, 평균기온 ≥10℃ 가정)",0,original
9148,Roof 콘크리트 소진·정리,2024-12-11,2024-12-11,1,Roof,자재,IfcSlab,3,edge_open,107,"콘크리트 자재 소진·정리 (v2.6 신설, workType=consume_or_remove). 소비 공정 107 완료에 종속. 기간 1일은 근거 없음(최소 단위).",0,augment:material
109,Roof 문 설치,2024-12-15,2024-12-15,1,Roof,문,IfcDoor,4,opening_covered,108.0,"문 설치 (4개, 15개/일)",0,original
9008,Roof 슬래브 거푸집·동바리 해체,2024-12-15,2024-12-15,1,Roof,슬래브,IfcSlab,0,edge_open,108,"거푸집·동바리 해체 (Part1 신설). 선행=Roof 슬래브 양생, 존치 추가지연 retention_days=0일, 기간=설치작업 105 기간 1일",0,augment:strip
